player_name,club,age,position,minutes,goals,assists,contract_expires_year,market_value_million_eur,predicted_value_million_eur,value_diff,valuation_label
Lucas Torreira,Sampdoria,21.0,MF,3180.0,4.0,1.0,,30.0,27.388333333333332,-2.611666666666668,overvalued
Matty James,Leicester City,26.0,MF,993.0,0.0,0.0,,1.5,3.2892833333333336,1.7892833333333336,undervalued
Emiliano Viviano,Sampdoria,31.0,GK,2430.0,0.0,0.0,,2.0,2.1926,0.1926000000000001,fair
Duván Zapata,Sampdoria,26.0,FW,2108.0,11.0,3.0,,20.0,16.455,-3.5450000000000017,overvalued
Marco Capuano,Cagliari,25.0,DF,690.0,0.0,0.0,,1.0,1.780184666666667,0.780184666666667,fair
Claud Adjapong,Sassuolo,19.0,"DF,MF",1220.0,0.0,0.0,,4.0,4.511183333333328,0.511183333333328,fair
Khouma Babacar,Sassuolo,24.0,FW,750.0,2.0,1.0,,8.0,6.522666666666667,-1.4773333333333332,overvalued
Domenico Berardi,Sassuolo,22.0,FW,2296.0,4.0,2.0,,18.0,15.691666666666666,-2.3083333333333336,overvalued
Emanuel Cecchini,Málaga,20.0,"MF,DF",30.0,0.0,0.0,,1.5,1.1611608333333328,-0.33883916666666725,fair
José Mauri,Milan,21.0,MF,13.0,0.0,0.0,,1.5,1.3956666666666664,-0.10433333333333361,fair
Andrea Consigli,Sassuolo,30.0,GK,3316.0,0.0,0.0,,5.0,5.284666666666667,0.2846666666666673,fair
Cristian Dell'Orco,Sassuolo,23.0,DF,421.0,0.0,0.0,,1.0,1.2849746666666664,0.2849746666666664,fair
Rene Krhin,Nantes,27.0,MF,1313.0,1.0,0.0,,1.5,2.190241666666667,0.6902416666666671,fair
Diego Falcinelli,Sassuolo,26.0,FW,1314.0,2.0,1.0,,3.8,3.895333333333321,0.09533333333332106,fair
Marcello Gazzola,Sassuolo,32.0,DF,739.0,0.0,0.0,,0.04,0.20329699999999937,0.16329699999999936,fair
Arlind Ajeti,Crotone,23.0,"DF,MF",1271.0,0.0,1.0,,1.0,1.7381333333333335,0.7381333333333335,fair
Marco Capuano,Crotone,25.0,DF,1407.0,0.0,0.0,,1.0,2.4886000000000004,1.4886000000000004,undervalued
Damien Delaney,Crystal Palace,36.0,DF,96.0,0.0,0.0,,1.0,1.1356426666666666,0.13564266666666658,fair
Pol Lirola,Sassuolo,19.0,"DF,MF",2025.0,0.0,2.0,,7.5,17.44,9.940000000000001,undervalued
Francesco Magnanelli,Sassuolo,32.0,MF,2494.0,0.0,0.0,,0.08,0.6784583333333354,0.5984583333333354,fair
Alessandro Matri,Sassuolo,32.0,FW,914.0,3.0,0.0,,0.05,0.5181356666666669,0.4681356666666669,fair
Dominik Kaiser,RB Leipzig,28.0,"MF,DF",277.0,0.0,0.0,,1.5,2.1327500000000006,0.6327500000000006,fair
Simone Missiroli,Sassuolo,31.0,MF,2918.0,1.0,1.0,,2.2,2.9005500000000106,0.7005500000000104,fair
Gianluca Pegolo,Sassuolo,36.0,GK,104.0,0.0,0.0,,0.015,0.35837700000000017,0.34337700000000015,fair
Federico Peluso,Sassuolo,33.0,DF,2594.0,1.0,1.0,,0.08,0.3751663333333324,0.29516633333333236,fair
Nicholas Pierini,Sassuolo,18.0,"FW,MF",43.0,0.0,0.0,,0.04,0.06483699999999963,0.02483699999999963,fair
Matteo Politano,Sassuolo,23.0,FW,2812.0,10.0,4.0,,22.0,24.3,2.3000000000000007,undervalued
Antonino Ragusa,Sassuolo,27.0,"FW,MF",825.0,0.0,1.0,,1.5,1.876938,0.376938,fair
Rogério,Sassuolo,19.0,"DF,MF",910.0,0.0,0.0,,2.0,2.631199999999998,0.631199999999998,fair
Gianluca Scamacca,Sassuolo,18.0,FW,23.0,0.0,0.0,,0.08,0.3184276666666656,0.2384276666666656,fair
Rubén Pardo,Real Sociedad,24.0,MF,222.0,0.0,1.0,,1.5,2.3596429999999997,0.8596429999999997,fair
Vincent Nogueira,Strasbourg,29.0,MF,65.0,0.0,0.0,,1.5,1.2006680000000003,-0.2993319999999997,fair
Guido Burgstaller,Schalke 04,28.0,FW,2324.0,11.0,4.0,,13.0,14.795,1.795,undervalued
Daniel Caligiuri,Schalke 04,29.0,"DF,MF",2917.0,6.0,10.0,,7.5,13.718333333333334,6.218333333333334,undervalued
Coke,Schalke 04,30.0,MF,2.0,0.0,0.0,,2.0,2.746058333333334,0.7460583333333339,fair
Franco Di Santo,Schalke 04,28.0,"FW,MF",1654.0,3.0,1.0,,2.5,4.291666666666667,1.791666666666667,undervalued
Breel Embolo,Schalke 04,20.0,"FW,MF",919.0,3.0,0.0,,18.0,13.052166666666668,-4.947833333333332,overvalued
Ralf Fährmann,Schalke 04,28.0,GK,3015.0,0.0,0.0,,13.0,11.045,-1.955,overvalued
Karim Azamoum,Troyes,27.0,MF,2278.0,1.0,0.0,,1.5,2.953408333333333,1.453408333333333,undervalued
Amine Harit,Schalke 04,20.0,"MF,FW",2043.0,3.0,3.0,,25.0,23.64666666666667,-1.3533333333333317,fair
Marco Russ,Eint Frankfurt,31.0,DF,1145.0,1.0,0.0,,1.0,1.2283166666666667,0.22831666666666672,fair
Óscar Duarte,Espanyol,28.0,DF,990.0,0.0,0.0,,1.0,2.599991333333334,1.599991333333334,undervalued
Jérôme Gondorf,Werder Bremen,29.0,"MF,FW",797.0,1.0,1.0,,1.5,1.989119333333334,0.4891193333333339,fair
Max Meyer,Schalke 04,21.0,MF,1727.0,0.0,0.0,,18.0,15.814000000000002,-2.185999999999998,overvalued
Naldo,Espanyol,28.0,DF,920.0,0.0,0.0,,1.0,1.7376153333333335,0.7376153333333335,fair
Alexander Nübel,Schalke 04,20.0,GK,45.0,0.0,0.0,,0.05,0.3419249999999988,0.2919249999999988,fair
Bastian Oczipka,Schalke 04,28.0,"DF,MF",2320.0,0.0,2.0,,7.0,6.851166666666668,-0.14883333333333226,fair
Marko Pjaca,Schalke 04,22.0,"FW,MF",260.0,2.0,0.0,,15.0,4.357116666666669,-10.64288333333333,overvalued
Fabian Reese,Schalke 04,19.0,"FW,MF",75.0,0.0,0.0,,0.075,0.39337766666666796,0.31837766666666795,fair
Alessandro Schöpf,Schalke 04,23.0,"DF,MF",808.0,0.0,0.0,,5.0,5.146699999999999,0.14669999999999916,fair
Sergio Sánchez,Espanyol,31.0,DF,102.0,0.0,0.0,,1.0,0.9884333333333336,-0.011566666666666392,fair
Cedric Teuchert,Schalke 04,20.0,"MF,FW",34.0,0.0,0.0,,1.5,1.1600583333333336,-0.33994166666666636,fair
José Alonso Lara,Sevilla,17.0,FW,9.0,0.0,0.0,,0.05,1.1535691666666703,1.1035691666666703,fair
Guilherme Arana,Sevilla,20.0,DF,193.0,0.0,0.0,,5.0,4.447012333333333,-0.5529876666666667,fair
Sam Field,West Brom,19.0,MF,537.0,1.0,0.0,,1.5,2.7722166666666666,1.2722166666666666,fair
Wissam Ben Yedder,Sevilla,26.0,FW,1701.0,9.0,3.0,,28.0,23.723333333333333,-4.276666666666667,overvalued
Lionel Carole,Sevilla,26.0,DF,540.0,0.0,1.0,,3.0,4.631004,1.631004,undervalued
Bruno González,Getafe,27.0,DF,1543.0,0.0,2.0,,1.0,1.634288666666667,0.634288666666667,fair
Sébastien Corchia,Sevilla,26.0,DF,820.0,0.0,1.0,,4.0,4.4711750000000015,0.47117500000000145,fair
Joaquín Correa,Sevilla,22.0,"FW,MF",1189.0,1.0,2.0,,10.0,9.459,-0.5410000000000004,fair
Sergio Escudero,Sevilla,27.0,DF,2333.0,0.0,2.0,,7.5,9.715166666666667,2.2151666666666667,undervalued
Carlos Fernández,Sevilla,21.0,FW,135.0,1.0,0.0,,1.0,2.256467916666665,1.256467916666665,fair
Ganso,Sevilla,27.0,MF,515.0,2.0,1.0,,2.0,4.500299999999999,2.5002999999999993,undervalued
Johannes Geis,Sevilla,23.0,"DF,MF",680.0,0.0,1.0,,5.0,6.342416666666666,1.342416666666666,undervalued
Nicolas Viola,Benevento,27.0,MF,1850.0,2.0,6.0,,1.4,4.67233333333334,3.2723333333333398,undervalued
Borja Lasso,Sevilla,23.0,MF,53.0,0.0,0.0,,1.0,4.493533333333332,3.493533333333332,undervalued
Miguel Layún,Sevilla,29.0,DF,1187.0,2.0,0.0,,5.0,5.191666666666668,0.1916666666666682,fair
Andrea Barzagli,Juventus,36.0,DF,1447.0,0.0,1.0,,1.0,1.605079333333333,0.6050793333333331,fair
Dominic Maroh,Köln,30.0,DF,914.0,0.0,0.0,,1.0,1.3390123333333335,0.33901233333333347,fair
Alessandro Deiola,Cagliari,21.0,MF,449.0,0.0,0.0,,1.3,1.20503566666667,-0.0949643333333301,fair
Walter Montoya,Sevilla,24.0,FW,75.0,0.0,0.0,,4.0,4.7533520000000005,0.7533520000000005,fair
Luis Muriel,Sevilla,26.0,FW,1610.0,7.0,2.0,,12.0,11.191,-0.8089999999999993,fair
Jesús Navas,Sevilla,31.0,"FW,DF",1765.0,1.0,1.0,,5.0,4.215458333333332,-0.7845416666666676,fair
Nolito,Sevilla,30.0,"FW,MF",1599.0,4.0,5.0,,5.0,6.073333333333333,1.0733333333333333,fair
Steven Nzonzi,Sevilla,28.0,MF,2216.0,1.0,1.0,,30.0,21.24151666666667,-8.75848333333333,overvalued
Maurício,Lazio,28.0,DF,5.0,0.0,0.0,,1.0,3.0400833333333313,2.0400833333333313,undervalued
Guido Pizarro,Sevilla,27.0,MF,1755.0,1.0,0.0,,7.5,9.122166666666669,1.6221666666666685,undervalued
Sandro Ramírez,Sevilla,22.0,"FW,MF",721.0,0.0,1.0,,10.0,8.2769,-1.7231000000000005,overvalued
Sergio Rico,Sevilla,23.0,GK,2157.0,0.0,0.0,,12.0,10.663066666666667,-1.3369333333333326,fair
Pablo Sarabia,Sevilla,25.0,"FW,MF",2394.0,6.0,5.0,,20.0,17.916666666666668,-2.083333333333332,overvalued
David Soria,Sevilla,24.0,GK,1263.0,0.0,0.0,,4.0,4.473299999999999,0.47329999999999917,fair
Franco Vázquez,Sevilla,28.0,MF,1831.0,4.0,4.0,,7.5,8.937,1.4369999999999994,undervalued
Charlie Austin,Southampton,28.0,FW,1037.0,7.0,0.0,,10.0,10.4975,0.4975000000000005,fair
Yohan Benalouane,Leicester City,30.0,DF,90.0,0.0,0.0,,1.0,3.4156916666666666,2.4156916666666666,undervalued
Ryan Bertrand,Southampton,27.0,DF,3135.0,0.0,4.0,,20.0,18.351666666666667,-1.6483333333333334,overvalued
Sofiane Boufal,Southampton,23.0,"FW,MF",1219.0,2.0,2.0,,12.0,10.729,-1.2710000000000008,fair
Guido Carrillo,Southampton,26.0,FW,450.0,0.0,1.0,,15.0,11.179433333333334,-3.8205666666666662,overvalued
Lassana Coulibaly,Angers,21.0,MF,839.0,1.0,1.0,,1.25,2.449416666666667,1.199416666666667,fair
Axel Tuanzebe,Manchester Utd,19.0,FW,1.0,0.0,0.0,,1.0,2.6266666666666665,1.6266666666666665,undervalued
Fraser Forster,Southampton,29.0,GK,1800.0,0.0,0.0,,15.0,11.853933333333334,-3.146066666666666,overvalued
Manolo Gabbiadini,Southampton,25.0,"FW,MF",1081.0,5.0,0.0,,12.0,10.963333333333333,-1.036666666666667,fair
Nicolas Cozza,Montpellier,18.0,"DF,MF",578.0,1.0,2.0,,1.0,2.612933333333333,1.6129333333333329,undervalued
Mario Lemina,Southampton,23.0,MF,1720.0,1.0,1.0,,15.0,14.061666666666667,-0.9383333333333326,fair
Shane Long,Southampton,30.0,FW,1582.0,2.0,1.0,,7.0,5.7771,-1.2229,fair
Alex McCarthy,Southampton,27.0,GK,1620.0,0.0,0.0,,2.5,7.578333333333333,5.078333333333333,undervalued
Sam McQueen,Southampton,22.0,"DF,FW",148.0,0.0,0.0,,1.0,1.3806051666666668,0.38060516666666677,fair
Jérémy Pied,Southampton,28.0,DF,180.0,0.0,1.0,,2.5,3.099883333333333,0.5998833333333331,fair
Nathan Redmond,Southampton,23.0,"FW,MF",1945.0,1.0,3.0,,18.0,11.175666666666666,-6.824333333333334,overvalued
Oriol Romeu,Southampton,25.0,MF,2897.0,1.0,0.0,,12.0,11.225,-0.7750000000000004,fair
Josh Sims,Southampton,20.0,"FW,MF",163.0,0.0,0.0,,0.075,0.5236805833333336,0.44868058333333355,fair
Cédric Soares,Southampton,25.0,DF,2794.0,0.0,3.0,,15.0,13.075333333333331,-1.9246666666666687,overvalued
Marvin Compper,RB Leipzig,32.0,DF,90.0,0.0,0.0,,1.0,2.5330093333333323,1.5330093333333323,undervalued
Matt Targett,Southampton,21.0,DF,166.0,0.0,0.0,,3.0,1.4402957499999989,-1.5597042500000011,overvalued
Jordan Marié,Dijon,25.0,MF,1885.0,1.0,0.0,,1.25,2.1118333333333332,0.8618333333333332,fair
Naldo,Schalke 04,34.0,DF,3060.0,7.0,2.0,,1.0,1.1660333333333341,0.16603333333333414,fair
Mirco Antenucci,SPAL,32.0,FW,2571.0,11.0,4.0,,1.5,3.9030000000000005,2.4030000000000005,undervalued
Federico Bonazzoli,SPAL,20.0,FW,176.0,0.0,0.0,,1.5,1.2623159999999998,-0.23768400000000023,fair
Marco Borriello,SPAL,35.0,FW,773.0,1.0,0.0,,0.04,0.08144666666666624,0.041446666666666236,fair
Daniel Carriço,Sevilla,28.0,DF,461.0,0.0,0.0,,1.0,2.5888,1.5888,undervalued
Filippo Costa,SPAL,22.0,"DF,MF",1473.0,0.0,1.0,,1.0,2.0744833333333332,1.0744833333333332,fair
Steven Fortes,Toulouse,25.0,DF,155.0,0.0,0.0,,1.0,1.204183333333333,0.20418333333333294,fair
Boukary Dramé,SPAL,32.0,"DF,MF",95.0,0.0,0.0,,0.04,0.3280760000000011,0.2880760000000011,fair
Sergio Floccari,SPAL,35.0,"FW,MF",883.0,3.0,0.0,,0.03,0.17066966666666697,0.14066966666666697,fair
Alfred Gomis,SPAL,23.0,GK,2261.0,0.0,0.0,,3.0,4.546200000000001,1.5462000000000007,undervalued
Nicola Rigoni,Chievo,26.0,MF,933.0,0.0,0.0,,1.2,1.2990953333333288,0.09909533333332887,fair
Manuel Lazzari,SPAL,23.0,"DF,MF",3116.0,2.0,1.0,,6.0,8.97,2.9700000000000006,undervalued
Everton Luiz,SPAL,29.0,MF,642.0,0.0,0.0,,2.0,1.5502249999999993,-0.4497750000000007,fair
Gabriele Marchegiani,SPAL,21.0,GK,1.0,0.0,0.0,,0.02,0.5159166666666664,0.49591666666666634,fair
Federico Mattiello,SPAL,22.0,DF,2204.0,0.0,0.0,,2.5,4.690266666666666,2.190266666666666,undervalued
Alex Meret,SPAL,20.0,GK,1158.0,0.0,0.0,,12.0,8.84055,-3.1594499999999996,overvalued
Pasquale Schiattarella,SPAL,30.0,MF,1990.0,1.0,3.0,,1.2,2.109983333333335,0.9099833333333349,fair
Alberto Paloschi,SPAL,27.0,FW,2184.0,7.0,0.0,,3.5,4.786666666666667,1.286666666666667,fair
Emerson Hyndman,Bournemouth,21.0,MF,58.0,0.0,0.0,,1.0,0.6437220000000002,-0.35627799999999976,fair
Jimmy Giraudon,Troyes,25.0,DF,2093.0,0.0,0.0,,1.0,1.7947666666666668,0.7947666666666668,fair
Fabrizio Caligara,Cagliari,17.0,MF,18.0,0.0,0.0,,1.0,0.6898591666666669,-0.3101408333333331,fair
Vincent Sierro,Freiburg,21.0,"MF,FW",213.0,0.0,0.0,,1.0,1.216158,0.21615800000000007,fair
Gabriele Angella,Udinese,28.0,DF,893.0,0.0,0.0,,1.0,1.2962980000000002,0.2962980000000002,fair
Rúben Semedo,Villarreal,23.0,"DF,MF",229.0,0.0,0.0,,1.0,2.5996096666666664,1.5996096666666664,undervalued
Luca Rigoni,Genoa,32.0,"MF,FW",1574.0,2.0,2.0,,1.0,1.6507798333333337,0.6507798333333337,fair
Federico Viviani,SPAL,25.0,MF,2480.0,3.0,3.0,,3.5,10.976666666666667,7.476666666666667,undervalued
Aleix García,Girona,20.0,MF,863.0,1.0,0.0,,1.0,3.9604416666666666,2.9604416666666666,undervalued
Ibrahim Afellay,Stoke City,31.0,MF,166.0,0.0,0.0,,1.5,1.3316166666666667,-0.16838333333333333,fair
Marcel Büchel,Hellas Verona,26.0,MF,1696.0,0.0,0.0,,1.0,1.3262333333333332,0.32623333333333315,fair
Moritz Bauer,Stoke City,25.0,"DF,MF",1306.0,0.0,0.0,,5.0,6.2329333333333325,1.2329333333333325,fair
Saido Berahino,Stoke City,23.0,FW,494.0,0.0,1.0,,8.0,5.8606386666666666,-2.1393613333333334,overvalued
Jack Butland,Stoke City,24.0,GK,3150.0,0.0,0.0,,22.0,17.668333333333333,-4.331666666666667,overvalued
Geoff Cameron,Stoke City,32.0,"DF,MF",1525.0,0.0,0.0,,2.5,1.9187103333333335,-0.5812896666666665,fair
Peter Crouch,Stoke City,36.0,FW,1567.0,5.0,2.0,,1.0,1.0432908333333337,0.04329083333333372,fair
Tom Edwards,Stoke City,18.0,DF,481.0,0.0,0.0,,1.0,3.810943,2.810943,undervalued
Mattia Valoti,Hellas Verona,23.0,"MF,FW",1577.0,3.0,0.0,,1.0,1.8124666666666667,0.8124666666666667,fair
Lee Grant,Stoke City,34.0,GK,270.0,0.0,0.0,,1.0,0.7540666666666671,-0.2459333333333329,fair
Stephen Ireland,Stoke City,30.0,MF,131.0,0.0,0.0,,1.0,1.1017333333333335,0.10173333333333345,fair
Jesé,Stoke City,24.0,"FW,MF",614.0,1.0,1.0,,7.5,5.948066666666667,-1.5519333333333334,overvalued
Glen Johnson,Stoke City,32.0,DF,547.0,0.0,0.0,,2.5,1.8688833333333337,-0.6311166666666663,fair
Luca Caldirola,Werder Bremen,26.0,DF,90.0,0.0,0.0,,1.0,0.8659280000000005,-0.13407199999999952,fair
Eric Maxim Choupo-Moting,Stoke City,28.0,"FW,MF",2314.0,5.0,5.0,,8.0,7.538333333333333,-0.4616666666666669,fair
Cafú,Metz,24.0,MF,679.0,0.0,0.0,,1.0,2.0036333333333336,1.0036333333333336,fair
Julien Ngoy,Stoke City,19.0,"FW,MF",20.0,0.0,0.0,,0.025,0.03484466666666675,0.009844666666666751,fair
Erik Pieters,Stoke City,28.0,"DF,MF",2718.0,0.0,1.0,,6.0,5.856,-0.14400000000000013,fair
Xherdan Shaqiri,Stoke City,25.0,"FW,MF",3039.0,8.0,7.0,,18.0,17.563333333333333,-0.4366666666666674,fair
Gareth McAuley,West Brom,37.0,DF,458.0,0.0,0.0,,1.0,1.2901176666666656,0.2901176666666656,fair
Ramadan Sobhi,Stoke City,20.0,"MF,FW",1238.0,2.0,0.0,,7.0,4.779066666666665,-2.2209333333333348,overvalued
Josh Tymon,Stoke City,18.0,DF,163.0,0.0,0.0,,2.0,0.7477339166666678,-1.2522660833333323,fair
James Collins,West Ham,33.0,DF,1050.0,1.0,0.0,,1.0,1.0027500000000003,0.0027500000000002522,fair
Jean-Claude Billong,Benevento,23.0,DF,294.0,0.0,0.0,,0.09,0.31756666666666794,0.22756666666666794,fair
Jean-Eudes Aholou,Strasbourg,23.0,MF,3006.0,5.0,0.0,,3.0,16.238333333333333,13.238333333333333,undervalued
Stéphane Bahoken,Strasbourg,25.0,FW,1663.0,7.0,1.0,,3.0,4.351666666666667,1.3516666666666666,undervalued
Jérémy Blayac,Strasbourg,34.0,"FW,MF",916.0,3.0,1.0,,0.025,0.20013216666666586,0.17513216666666587,fair
Landry Bonnefoi,Strasbourg,33.0,GK,272.0,0.0,0.0,,0.025,0.11220833333333294,0.08720833333333294,fair
Benjamin Corgnet,Strasbourg,30.0,"MF,FW",1376.0,0.0,2.0,,1.0,1.296969333333333,0.296969333333333,fair
Nuno da Costa,Strasbourg,26.0,"FW,MF",1726.0,5.0,3.0,,2.0,6.802666666666664,4.802666666666664,undervalued
Dimitri Foulquier,Strasbourg,24.0,DF,1241.0,0.0,2.0,,2.0,1.9580416666666665,-0.04195833333333354,fair
Renaud Cohade,Metz,32.0,MF,3298.0,1.0,3.0,,1.0,2.1644026666666667,1.1644026666666667,fair
Jérémy Grimm,Strasbourg,30.0,MF,811.0,1.0,0.0,,0.06,2.4312110000000007,2.3712110000000006,undervalued
Bingourou Kamara,Strasbourg,20.0,GK,1691.0,0.0,0.0,,2.5,4.499316666666667,1.999316666666667,undervalued
Jawad El Yamiq,Genoa,25.0,DF,360.0,0.0,0.0,,0.09,0.4109120000000019,0.32091200000000186,fair
Kenny Lala,Strasbourg,25.0,DF,2724.0,3.0,5.0,,5.0,7.004333333333334,2.004333333333334,undervalued
Édgar Barreto,Sampdoria,33.0,MF,1965.0,1.0,2.0,,1.0,0.8514323333333338,-0.1485676666666662,fair
Luca Antei,Benevento,25.0,DF,592.0,0.0,0.0,,0.08,0.6536206666666696,0.5736206666666697,fair
Leon Britton,Swansea City,34.0,MF,302.0,0.0,0.0,,1.0,0.7146260000000008,-0.28537399999999924,fair
Pedro Alcalá,Girona,28.0,DF,688.0,1.0,0.0,,0.08,0.7191666666666697,0.6391666666666698,fair
Tristan Dingomé,Troyes,26.0,MF,1167.0,0.0,0.0,,1.0,1.3166666666666669,0.3166666666666669,fair
Alexandre Oukidja,Strasbourg,29.0,GK,1457.0,0.0,0.0,,0.07,1.3007526666666633,1.2307526666666633,fair
Idriss Saadi,Strasbourg,25.0,FW,939.0,4.0,0.0,,2.0,7.6178333333333335,5.6178333333333335,undervalued
Ihsan Sacko,Strasbourg,20.0,"FW,MF",709.0,0.0,1.0,,2.0,3.794933333333333,1.7949333333333328,undervalued
Matteo Bianchetti,Hellas Verona,24.0,DF,124.0,0.0,0.0,,0.08,0.2506803333333325,0.1706803333333325,fair
Antonio Caracciolo,Hellas Verona,27.0,DF,2857.0,2.0,4.0,,0.08,11.069600000000001,10.989600000000001,undervalued
Martin Terrier,Strasbourg,20.0,"FW,MF",1671.0,3.0,2.0,,9.0,6.182666666666666,-2.817333333333334,overvalued
Josip Brekalo,Stuttgart,19.0,"MF,FW",726.0,1.0,1.0,,5.5,4.603241666666667,-0.8967583333333327,fair
Jacob Bruun Larsen,Stuttgart,18.0,"MF,DF",107.0,0.0,0.0,,0.05,0.5855836666666668,0.5355836666666668,fair
Mario Gómez,Stuttgart,32.0,FW,1385.0,8.0,0.0,,6.0,3.8851899999999993,-2.1148100000000007,overvalued
Simon Terodde,Stuttgart,29.0,FW,955.0,2.0,1.0,,2.5,2.7988666666666666,0.2988666666666666,fair
Erik Thommy,Stuttgart,22.0,"MF,FW",980.0,2.0,4.0,,5.0,6.512333333333333,1.5123333333333333,undervalued
Tammy Abraham,Swansea City,19.0,"FW,MF",1726.0,5.0,1.0,,10.0,11.116000000000001,1.1160000000000014,fair
André Ayew,Swansea City,27.0,"FW,MF",950.0,0.0,2.0,,15.0,4.7633443333333325,-10.236655666666667,overvalued
Jordan Ayew,Swansea City,25.0,"FW,MF",2852.0,7.0,2.0,,8.0,10.715833333333334,2.715833333333334,undervalued
Jonathan Rivierez,Metz,28.0,DF,2064.0,0.0,1.0,,0.08,1.5376333333333307,1.4576333333333307,undervalued
Wilfried Bony,Swansea City,28.0,FW,707.0,2.0,0.0,,10.0,7.833168666666667,-2.1668313333333327,overvalued
Ben Watson,Watford,32.0,MF,456.0,0.0,0.0,,1.0,1.162216666666667,0.1622166666666669,fair
Josh Cullen,West Ham,21.0,"FW,MF",8.0,0.0,0.0,,1.0,1.4342499999999996,0.4342499999999996,fair
Loïc Puyo,Angers,28.0,MF,171.0,0.0,0.0,,0.09,0.48616800000000143,0.3961680000000014,fair
Elio Capradossi,Roma,21.0,DF,83.0,0.0,0.0,,0.08,1.9417333333333318,1.8617333333333317,undervalued
Nathan Dyer,Swansea City,29.0,"MF,FW",1307.0,0.0,0.0,,2.5,3.176728000000002,0.676728000000002,fair
Leroy Fer,Swansea City,27.0,MF,1397.0,1.0,1.0,,8.0,6.7283333333333335,-1.2716666666666665,fair
Nicolás Pareja,Sevilla,33.0,DF,405.0,0.0,0.0,,0.08,0.5867750000000017,0.5067750000000018,fair
Zinédine Machach,Toulouse,21.0,"FW,MF",192.0,1.0,0.0,,0.09,0.7465916666666687,0.6565916666666687,fair
Svante Ingelsson,Udinese,19.0,MF,325.0,1.0,1.0,,0.09,0.8806603333333342,0.7906603333333342,fair
Thiago Cionek,SPAL,31.0,DF,1350.0,1.0,0.0,,0.08,0.6981666666666698,0.6181666666666699,fair
Oliver McBurnie,Swansea City,21.0,FW,276.0,0.0,1.0,,1.0,2.9619979999999995,1.9619979999999995,undervalued
Guessouma Fofana,Amiens,24.0,MF,745.0,0.0,0.0,,0.08,1.8378833333333338,1.7578833333333337,undervalued
Luciano Narsingh,Swansea City,26.0,"FW,MF",625.0,1.0,0.0,,5.0,5.779204,0.779204,fair
Kyle Naughton,Swansea City,28.0,DF,3030.0,0.0,2.0,,5.0,4.984333333333333,-0.01566666666666716,fair
Martin Olsson,Swansea City,29.0,"DF,MF",3149.0,0.0,1.0,,5.0,5.278333333333333,0.2783333333333333,fair
Connor Roberts,Swansea City,21.0,MF,268.0,0.0,0.0,,1.0,1.965700666666668,0.9657006666666681,fair
Wayne Routledge,Swansea City,32.0,"MF,FW",429.0,0.0,0.0,,1.5,1.936283333333333,0.4362833333333329,fair
Ledian Memushaj,Benevento,30.0,MF,1258.0,0.0,0.0,,0.08,0.6751000000000013,0.5951000000000013,fair
Michael Krohn-Dehli,La Coruña,34.0,MF,726.0,0.0,0.0,,0.08,0.10116933333333286,0.02116933333333286,fair
Cristian Ansaldi,Torino,30.0,"DF,MF",1872.0,1.0,3.0,,5.0,4.3043,-0.6957000000000004,fair
Antonio Barreca,Torino,22.0,"DF,MF",468.0,0.0,0.0,,3.5,3.066905,-0.4330949999999998,fair
Gabriel Peñalba,Las Palmas,32.0,MF,570.0,0.0,1.0,,0.08,0.6317523333333356,0.5517523333333356,fair
Andrea Belotti,Torino,23.0,FW,2683.0,10.0,5.0,,38.0,32.483333333333334,-5.516666666666666,overvalued
Álex Berenguer,Torino,22.0,FW,1043.0,1.0,3.0,,5.0,4.96055,-0.03945000000000043,fair
Pablo Martinez,Strasbourg,28.0,DF,2115.0,0.0,1.0,,0.08,4.742916666666666,4.662916666666666,undervalued
Lucas Boyé,Torino,21.0,"FW,MF",155.0,0.0,0.0,,1.5,1.7919746666666667,0.2919746666666667,fair
Rolando,Marseille,31.0,DF,2511.0,1.0,0.0,,0.075,6.458608333333334,6.383608333333334,undervalued
Daniel Congré,Montpellier,32.0,DF,2635.0,1.0,0.0,,0.075,0.6543499999999983,0.5793499999999984,fair
Lorenzo De Silvestri,Torino,29.0,"DF,MF",2955.0,5.0,2.0,,4.0,5.6866666666666665,1.6866666666666665,undervalued
Simone Edera,Torino,20.0,FW,327.0,1.0,1.0,,1.5,1.6783026666666665,0.1783026666666665,fair
Iago Falque,Torino,27.0,FW,2821.0,12.0,8.0,,13.0,26.598333333333333,13.598333333333333,undervalued
Michael Krohn-Dehli,Sevilla,34.0,"MF,FW",540.0,1.0,0.0,,0.08,0.5419846666666668,0.46198466666666677,fair
Mehdi Tahrat,Angers,27.0,MF,437.0,0.0,0.0,,0.07,0.7812833333333306,0.7112833333333306,fair
Vanja Milinković-Savić,Torino,20.0,GK,90.0,0.0,0.0,,2.0,1.8265557777777766,-0.17344422222222344,fair
Cristian Molinaro,Torino,34.0,DF,1564.0,0.0,1.0,,0.03,0.19451166666666683,0.16451166666666683,fair
Andrea Costa,Benevento,31.0,DF,1375.0,0.0,0.0,,0.07,0.4481936666666644,0.3781936666666644,fair
M'Baye Niang,Torino,22.0,FW,1532.0,4.0,2.0,,10.0,6.049766666666667,-3.9502333333333333,overvalued
Samuel Gustafson,Torino,22.0,"MF,FW",77.0,0.0,0.0,,0.08,1.066833333333335,0.9868333333333351,fair
Tomás Rincón,Torino,29.0,MF,2995.0,1.0,0.0,,8.0,7.355,-0.6449999999999996,fair
