player_name,club,age,position,minutes,goals,assists,contract_expires_year,market_value_million_eur
Cesc Fàbregas,Monaco,31.0,MF,180.0,0.0,0.0,,15.0
Romain Faivre,Monaco,20.0,"MF,FW",90.0,0.0,0.0,,0.5
Willem Geubbels,Monaco,16.0,MF,8.0,0.0,0.0,,10.0
Kamil Glik,Monaco,30.0,DF,2970.0,1.0,0.0,,8.0
Aleksandr Golovin,Monaco,22.0,"MF,FW",2290.0,3.0,3.0,,25.0
Samuel Grandsir,Monaco,21.0,"FW,MF",237.0,0.0,0.0,,3.0
Benjamin Henrichs,Monaco,21.0,"DF,MF",63.0,0.0,0.0,,15.0
Wilson Isidor,Monaco,17.0,FW,42.0,0.0,0.0,,0.15
Jemerson,Monaco,25.0,"DF,MF",2224.0,0.0,1.0,,10.0
Rony Lopes,Monaco,22.0,"FW,MF",1849.0,2.0,2.0,,25.0
Gelson Martins,Monaco,23.0,"FW,MF",229.0,0.0,0.0,,28.0
Han-Noah Massengo,Monaco,17.0,"FW,MF",61.0,0.0,0.0,,2.5
Jordi Mboula,Monaco,19.0,FW,276.0,0.0,0.0,,3.0
Kévin N'Doram,Monaco,22.0,"DF,MF",195.0,0.0,0.0,,4.0
Naldo,Monaco,35.0,DF,630.0,0.0,0.0,,2.0
Pelé,Monaco,26.0,MF,469.0,0.0,0.0,,4.5
Pietro Pellegri,Monaco,17.0,"FW,MF",82.0,1.0,0.0,,7.0
Ronaël Pierre-Gabriel,Monaco,20.0,DF,355.0,0.0,0.0,,4.0
Andrea Raggi,Monaco,34.0,"DF,MF",494.0,0.0,0.0,,0.25
Julien Serrano,Monaco,20.0,"MF,DF",119.0,0.0,0.0,,1.5
Djibril Sidibé,Monaco,26.0,"DF,MF",2076.0,0.0,2.0,,15.0
Adrien Silva,Monaco,29.0,MF,88.0,0.0,0.0,,13.0
Seydou Sy,Monaco,22.0,GK,226.0,0.0,0.0,,0.75
Moussa Sylla,Monaco,18.0,"FW,MF",769.0,0.0,0.0,,4.0
Youri Tielemans,Monaco,21.0,MF,1086.0,3.0,4.0,,38.0
Almamy Touré,Monaco,22.0,DF,519.0,0.0,0.0,,6.5
Adama Traoré,Monaco,23.0,"MF,FW",240.0,0.0,1.0,,15.0
William Vainqueur,Monaco,29.0,MF,80.0,0.0,0.0,,1.25
Carlos Vinícius,Monaco,23.0,"FW,MF",523.0,2.0,1.0,,7.0
Ruben Aguilar,Montpellier,25.0,"DF,MF",2528.0,1.0,4.0,,8.0
Yanis Ammour,Montpellier,19.0,MF,2.0,0.0,0.0,,0.15
Dimitry Bertaud,Montpellier,20.0,GK,90.0,0.0,0.0,,0.5
Bilal Boutobba,Montpellier,19.0,MF,32.0,0.0,0.0,,0.5
Souleymane Camara,Montpellier,35.0,"FW,MF",137.0,3.0,0.0,,0.25
Daniel Congré,Montpellier,33.0,DF,3292.0,2.0,2.0,,0.75
Nicolas Cozza,Montpellier,19.0,DF,984.0,0.0,1.0,,4.0
Andy Delort,Montpellier,26.0,FW,3115.0,14.0,7.0,,12.5
Keagan Dolly,Montpellier,25.0,FW,88.0,0.0,0.0,,1.3
Gaëtan Laborde,Montpellier,24.0,"FW,MF",90.0,0.0,0.0,,10.0
Paul Lasne,Montpellier,29.0,"MF,DF",1789.0,2.0,0.0,,2.5
Damien Le Tallec,Montpellier,28.0,MF,2805.0,3.0,0.0,,4.0
Benjamin Lecomte,Montpellier,27.0,GK,3330.0,0.0,0.0,,17.0
Pedro Mendes,Montpellier,27.0,DF,2667.0,1.0,0.0,,6.0
Florent Mollet,Montpellier,26.0,"MF,FW",2564.0,6.0,4.0,,9.0
Ambroise Oyongo,Montpellier,27.0,"DF,MF",2136.0,2.0,0.0,,4.0
Facundo Píriz,Montpellier,28.0,MF,116.0,0.0,0.0,,1.0
Morgan Poaty,Montpellier,21.0,MF,90.0,0.0,0.0,,1.0
Junior Sambia,Montpellier,21.0,"MF,FW",926.0,0.0,1.0,,4.0
Giovanni Sio,Montpellier,29.0,FW,63.0,0.0,0.0,,2.0
Ellyes Skhiri,Montpellier,23.0,MF,3090.0,3.0,2.0,,12.0
Mathías Suárez,Montpellier,22.0,DF,550.0,0.0,0.0,,1.5
Sofiane Alakouch,Nîmes,20.0,DF,1895.0,1.0,0.0,,5.0
Rachid Alioui,Nîmes,26.0,FW,1252.0,5.0,0.0,,4.0
Paul Bernardoni,Nîmes,21.0,GK,3420.0,0.0,0.0,,9.0
Antonin Bobichon,Nîmes,22.0,MF,2153.0,7.0,2.0,,5.0
Denis Bouanga,Nîmes,23.0,"FW,MF",2633.0,8.0,2.0,,6.0
Umut Bozok,Nîmes,21.0,FW,1235.0,2.0,3.0,,4.0
Clément Depres,Nîmes,23.0,FW,441.0,4.0,0.0,,1.5
Jordan Ferri,Nîmes,26.0,MF,1874.0,2.0,1.0,,4.0
Baptiste Guillaume,Nîmes,23.0,FW,1183.0,2.0,1.0,,3.0
Féthi Harek,Nîmes,35.0,DF,177.0,0.0,0.0,,0.25
Loïck Landre,Nîmes,26.0,DF,1591.0,3.0,0.0,,3.5
Hervé Lybohy,Nîmes,35.0,DF,1480.0,2.0,0.0,,0.15
Faitout Maouassa,Nîmes,20.0,DF,2137.0,0.0,1.0,,8.0
Florian Miguel,Nîmes,21.0,DF,1117.0,0.0,1.0,,1.5
Gaëtan Paquiez,Nîmes,24.0,DF,1329.0,0.0,0.0,,1.0
Renaud Ripart,Nîmes,25.0,"FW,DF",3006.0,8.0,4.0,,4.0
Téji Savanier,Nîmes,26.0,MF,2864.0,6.0,14.0,,12.0
Sada Thioub,Nîmes,23.0,"FW,MF",2476.0,3.0,5.0,,5.5
Pierrick Valdivia,Nîmes,30.0,MF,31.0,0.0,0.0,,0.6
Matheus Pereira,Nürnberg,22.0,"MF,FW",1232.0,3.0,2.0,,0.45
Thomas Basila,Nantes,19.0,DF,92.0,0.0,0.0,,0.5
Gabriel Boschilia,Nantes,22.0,"FW,MF",1319.0,4.0,4.0,,7.5
Diego Carlos,Nantes,25.0,DF,3148.0,2.0,0.0,,13.0
Kalifa Coulibaly,Nantes,26.0,FW,1751.0,8.0,2.0,,5.0
Abdoulaye Dabo,Nantes,17.0,FW,116.0,0.0,0.0,,1.0
Koffi Djidji,Nantes,25.0,DF,1387.0,0.0,0.0,,5.0
Maxime Dupé,Nantes,25.0,GK,940.0,0.0,0.0,,1.0
Lucas Evangelista,Nantes,23.0,"FW,MF",720.0,1.0,0.0,,4.0
Valentin Eysseric,Nantes,26.0,"MF,FW",358.0,0.0,1.0,,3.0
Fábio,Nantes,28.0,DF,1276.0,0.0,2.0,,2.5
Andrei Girotto,Nantes,26.0,MF,1475.0,2.0,0.0,,3.0
Edgar Ié,Nantes,24.0,DF,239.0,0.0,0.0,,3.5
Randal Kolo Muani,Nantes,19.0,"FW,MF",122.0,0.0,0.0,,0.3
Rene Krhin,Nantes,28.0,MF,1057.0,0.0,0.0,,2.0
Enock Kwateng,Nantes,21.0,DF,2040.0,0.0,1.0,,4.0
Lucas Lima,Nantes,26.0,"DF,FW",2496.0,0.0,4.0,,6.5
Anthony Limbombe,Nantes,24.0,FW,1237.0,1.0,1.0,,6.0
Antonio Mance,Nantes,22.0,"FW,MF",50.0,0.0,0.0,,0.5
Matt Miazga,Nantes,23.0,DF,720.0,0.0,0.0,,3.0
Samuel Moutoussamy,Nantes,21.0,"MF,FW",1648.0,2.0,3.0,,5.0
Alexandre Olliero,Nantes,22.0,GK,90.0,0.0,0.0,,0.4
Nicolas Pallois,Nantes,30.0,DF,2160.0,2.0,0.0,,2.5
Valentin Rongier,Nantes,23.0,MF,3226.0,4.0,5.0,,15.0
Abdoulaye Touré,Nantes,24.0,MF,2749.0,3.0,1.0,,10.0
Anthony Walongwa,Nantes,24.0,DF,90.0,0.0,0.0,,0.4
Raúl Albiol,Napoli,32.0,DF,1713.0,1.0,0.0,,5.0
Allan,Napoli,27.0,MF,176.0,0.0,0.0,,60.0
José Callejón,Napoli,31.0,"MF,FW",2650.0,3.0,10.0,,20.0
Vlad Chiricheș,Napoli,28.0,DF,147.0,0.0,0.0,,4.5
Amadou Diawara,Napoli,21.0,MF,661.0,0.0,0.0,,15.0
Gianluca Gaetano,Napoli,18.0,FW,8.0,0.0,0.0,,0.8
Faouzi Ghoulam,Napoli,27.0,DF,1154.0,1.0,3.0,,23.0
Elseid Hysaj,Napoli,24.0,DF,2107.0,0.0,2.0,,23.0
Lorenzo Insigne,Napoli,27.0,"FW,MF",2073.0,10.0,6.0,,65.0
Orestis Karnezis,Napoli,33.0,GK,810.0,0.0,0.0,,1.5
Kalidou Koulibaly,Napoli,27.0,DF,3132.0,2.0,2.0,,75.0
Sebastiano Luperto,Napoli,21.0,DF,728.0,0.0,0.0,,4.0
Kévin Malcuit,Napoli,27.0,DF,1805.0,0.0,2.0,,16.0
Alex Meret,Napoli,21.0,GK,1151.0,0.0,0.0,,25.0
Dries Mertens,Napoli,31.0,FW,2252.0,16.0,11.0,,25.0
Arkadiusz Milik,Napoli,24.0,FW,2396.0,17.0,3.0,,40.0
David Ospina,Napoli,29.0,GK,1457.0,0.0,0.0,,4.0
Adam Ounas,Napoli,21.0,"MF,FW",538.0,3.0,0.0,,10.0
Marko Rog,Napoli,23.0,MF,357.0,0.0,0.0,,6.0
Mário Rui,Napoli,27.0,DF,1417.0,1.0,1.0,,12.0
Simone Verdi,Napoli,26.0,"MF,FW",704.0,3.0,3.0,,23.0
Amin Younes,Napoli,24.0,"FW,MF",498.0,3.0,2.0,,8.0
Miguel Almirón,Newcastle Utd,24.0,"FW,MF",759.0,0.0,0.0,,20.0
Christian Atsu,Newcastle Utd,26.0,"MF,FW",1493.0,1.0,0.0,,6.0
Antonio Barreca,Newcastle Utd,23.0,DF,5.0,0.0,0.0,,7.0
Ciaran Clark,Newcastle Utd,28.0,DF,858.0,3.0,0.0,,6.0
Mohamed Diamé,Newcastle Utd,31.0,MF,2166.0,0.0,0.0,,5.0
Paul Dummett,Newcastle Utd,26.0,DF,1990.0,0.0,0.0,,5.0
Federico Fernández,Newcastle Utd,29.0,DF,1484.0,0.0,1.0,,7.0
Isaac Hayden,Newcastle Utd,23.0,MF,1859.0,1.0,4.0,,8.0
Joselu,Newcastle Utd,28.0,FW,596.0,2.0,0.0,,4.0
Kenedy,Newcastle Utd,22.0,"MF,FW",1348.0,1.0,1.0,,10.0
Jamaal Lascelles,Newcastle Utd,24.0,DF,2745.0,0.0,1.0,,15.0
Florian Lejeune,Newcastle Utd,27.0,DF,1054.0,0.0,0.0,,8.0
Sean Longstaff,Newcastle Utd,20.0,MF,687.0,1.0,0.0,,7.0
Javier Manquillo,Newcastle Utd,24.0,DF,1101.0,0.0,3.0,,5.0
Jacob Murphy,Newcastle Utd,23.0,"MF,FW",302.0,0.0,1.0,,6.0
Ayoze Pérez,Newcastle Utd,25.0,"FW,MF",2917.0,12.0,2.0,,20.0
Matt Ritchie,Newcastle Utd,28.0,"DF,MF",2928.0,2.0,8.0,,12.0
Salomón Rondón,Newcastle Utd,28.0,FW,2603.0,11.0,7.0,,15.0
Fabian Schär,Newcastle Utd,26.0,DF,1999.0,4.0,1.0,,8.0
Jonjo Shelvey,Newcastle Utd,26.0,MF,948.0,1.0,1.0,,15.0
DeAndre Yedlin,Newcastle Utd,25.0,DF,2473.0,1.0,2.0,,8.0
Mario Balotelli,Nice,27.0,FW,752.0,0.0,1.0,,20.0
Walter Benítez,Nice,25.0,GK,3150.0,0.0,0.0,,10.0
Olivier Boscagli,Nice,20.0,"DF,MF",863.0,0.0,1.0,,3.0
Patrick Burner,Nice,22.0,DF,1352.0,0.0,0.0,,3.5
Yoan Cardinale,Nice,24.0,GK,270.0,0.0,0.0,,2.0
Racine Coly,Nice,22.0,"DF,MF",503.0,0.0,1.0,,2.5
Wylan Cyprien,Nice,23.0,MF,2360.0,4.0,1.0,,14.0
Dante,Nice,34.0,DF,3226.0,1.0,1.0,,1.5
Ignatius Ganago,Nice,19.0,FW,1036.0,2.0,0.0,,3.0
Christophe Hérelle,Nice,25.0,DF,2937.0,0.0,0.0,,9.0
Christophe Jallet,Nice,34.0,"DF,MF",885.0,1.0,0.0,,0.5
Mickaël Le Bihan,Nice,28.0,FW,204.0,1.0,0.0,,0.9
Jean-Victor Makengo,Nice,20.0,"FW,MF",1029.0,1.0,0.0,,4.0
Myziane Maolida,Nice,19.0,"FW,MF",952.0,0.0,3.0,,8.0
Ihsan Sacko,Nice,21.0,FW,442.0,0.0,1.0,,2.0
Allan Saint-Maximin,Nice,21.0,"FW,MF",2900.0,5.0,3.0,,25.0
Malang Sarr,Nice,19.0,DF,2994.0,1.0,1.0,,18.0
Bassem Srarfi,Nice,21.0,"FW,MF",817.0,1.0,0.0,,3.0
Rémi Walter,Nice,23.0,"MF,FW",833.0,2.0,0.0,,3.5
Dani Alves,Paris S-G,35.0,"MF,DF",1622.0,1.0,7.0,,2.5
Alphonse Areola,Paris S-G,25.0,GK,1890.0,0.0,0.0,,17.5
Juan Bernat,Paris S-G,25.0,"DF,MF",1836.0,1.0,2.0,,15.0
Antoine Bernede,Paris S-G,19.0,MF,169.0,0.0,0.0,,3.0
Gianluigi Buffon,Paris S-G,40.0,GK,1530.0,0.0,0.0,,1.0
Edinson Cavani,Paris S-G,31.0,FW,1671.0,18.0,5.0,,40.0
Colin Dagba,Paris S-G,19.0,DF,918.0,0.0,2.0,,12.0
Ángel Di María,Paris S-G,30.0,"FW,MF",2324.0,12.0,11.0,,40.0
Moussa Diaby,Paris S-G,19.0,"MF,FW",1141.0,2.0,6.0,,12.0
Julian Draxler,Paris S-G,24.0,"MF,FW",2046.0,3.0,7.0,,35.0
Thilo Kehrer,Paris S-G,21.0,DF,1902.0,1.0,2.0,,35.0
Presnel Kimpembe,Paris S-G,22.0,DF,2005.0,0.0,1.0,,30.0
Layvin Kurzawa,Paris S-G,25.0,"DF,MF",1010.0,1.0,2.0,,17.5
Giovani Lo Celso,Paris S-G,22.0,MF,11.0,0.0,0.0,,50.0
Marquinhos,Paris S-G,24.0,"DF,MF",2693.0,3.0,2.0,,65.0
Eric Maxim Choupo-Moting,Paris S-G,29.0,"FW,MF",802.0,3.0,0.0,,5.0
Kylian Mbappé,Paris S-G,19.0,FW,2343.0,33.0,7.0,,200.0
Loïc Mbe Soh,Paris S-G,17.0,DF,180.0,0.0,0.0,,3.0
Thomas Meunier,Paris S-G,26.0,"DF,MF",1610.0,3.0,3.0,,30.0
Neymar,Paris S-G,26.0,"MF,FW",1439.0,15.0,7.0,,180.0
Christopher Nkunku,Paris S-G,20.0,"MF,FW",1156.0,3.0,2.0,,12.0
Leandro Paredes,Paris S-G,24.0,MF,1249.0,0.0,2.0,,35.0
Adrien Rabiot,Paris S-G,23.0,MF,1063.0,2.0,1.0,,35.0
Kévin Rimane,Paris S-G,27.0,MF,5.0,0.0,0.0,,0.25
Thiago Silva,Paris S-G,33.0,DF,2077.0,0.0,1.0,,10.0
Marco Verratti,Paris S-G,25.0,MF,1879.0,0.0,2.0,,75.0
Timothy Weah,Paris S-G,18.0,FW,54.0,1.0,0.0,,6.0
Bruno Alves,Parma,36.0,DF,2922.0,4.0,1.0,,1.0
Antonino Barillà,Parma,30.0,MF,2618.0,3.0,2.0,,1.0
Alessandro Bastoni,Parma,19.0,DF,1690.0,1.0,0.0,,15.0
Jonathan Biabiany,Parma,30.0,"FW,MF",1069.0,0.0,0.0,,1.5
Fabio Ceravolo,Parma,31.0,FW,1185.0,2.0,0.0,,1.5
Amato Ciciretti,Parma,24.0,"FW,MF",139.0,0.0,0.0,,1.5
Alessio da Cruz,Parma,21.0,"FW,MF",144.0,0.0,0.0,,1.5
Alessandro Deiola,Parma,22.0,MF,450.0,0.0,0.0,,1.2
Jacopo Dezi,Parma,26.0,MF,90.0,0.0,0.0,,1.0
Antonio Di Gaudio,Parma,28.0,"FW,MF",699.0,0.0,1.0,,1.4
Federico Dimarco,Parma,20.0,DF,892.0,1.0,0.0,,5.0
Pierluigi Frattali,Parma,32.0,GK,90.0,0.0,0.0,,0.3
Riccardo Gagliolo,Parma,28.0,DF,3045.0,0.0,2.0,,3.0
Marcello Gazzola,Parma,33.0,"DF,MF",921.0,1.0,0.0,,0.3
Gervinho,Parma,31.0,FW,2304.0,11.0,2.0,,9.0
Massimo Gobbi,Parma,37.0,DF,1183.0,0.0,1.0,,0.3
Alberto Grassi,Parma,23.0,MF,462.0,0.0,0.0,,7.0
Simone Iacoponi,Parma,31.0,DF,3346.0,0.0,0.0,,1.0
Roberto Inglese,Parma,26.0,FW,1965.0,9.0,0.0,,15.0
Juraj Kucka,Parma,31.0,MF,1535.0,4.0,3.0,,5.0
Gianni Munari,Parma,35.0,MF,3.0,0.0,0.0,,0.1
Luca Rigoni,Parma,33.0,MF,1761.0,2.0,1.0,,0.5
Nicolás Schiappacasse,Parma,19.0,FW,81.0,0.0,0.0,,1.0
Matteo Scozzarella,Parma,30.0,MF,1459.0,0.0,3.0,,0.8
Luigi Sepe,Parma,27.0,GK,3330.0,0.0,0.0,,5.0
Francisco Sierralta,Parma,21.0,DF,269.0,0.0,0.0,,0.4
Luca Siligardi,Parma,30.0,FW,1639.0,1.0,2.0,,0.8
Mattia Sprocati,Parma,25.0,"FW,MF",644.0,1.0,0.0,,1.5
Luis Advíncula,Rayo Vallecano,28.0,DF,2389.0,1.0,3.0,,3.0
Sergio Akieme,Rayo Vallecano,20.0,DF,180.0,0.0,1.0,,0.3
Jordi Amat,Rayo Vallecano,26.0,DF,2763.0,0.0,0.0,,3.0
Abdoulaye Ba,Rayo Vallecano,27.0,DF,2110.0,1.0,0.0,,2.5
Bebé,Rayo Vallecano,28.0,"FW,MF",1302.0,1.0,1.0,,2.0
Santi Comesaña,Rayo Vallecano,21.0,MF,2032.0,1.0,1.0,,4.0
Franco Di Santo,Rayo Vallecano,29.0,FW,172.0,0.0,0.0,,2.0
Stole Dimitrievski,Rayo Vallecano,24.0,GK,1890.0,0.0,0.0,,3.0
Gorka Elustondo,Rayo Vallecano,31.0,MF,285.0,0.0,0.0,,0.4
Alberto García,Rayo Vallecano,33.0,GK,1530.0,0.0,0.0,,0.5
Álvaro García,Rayo Vallecano,25.0,"FW,MF",1766.0,4.0,2.0,,5.0
Javi Guerra,Rayo Vallecano,36.0,"FW,MF",236.0,0.0,1.0,,0.2
Giannelli Imbula,Rayo Vallecano,25.0,MF,1732.0,1.0,1.0,,5.0
Gaël Kakuta,Rayo Vallecano,27.0,"MF,FW",717.0,1.0,0.0,,2.0
Álvaro Medrán,Rayo Vallecano,24.0,MF,1149.0,3.0,0.0,,1.8
Álex Moreno,Rayo Vallecano,25.0,DF,3136.0,1.0,1.0,,12.0
José Pozo,Rayo Vallecano,22.0,"MF,FW",1617.0,3.0,0.0,,3.0
Mario Suárez,Rayo Vallecano,31.0,MF,1026.0,2.0,0.0,,2.0
Tito,Rayo Vallecano,33.0,DF,1098.0,0.0,0.0,,0.5
Raúl de Tomás,Rayo Vallecano,23.0,FW,2813.0,14.0,1.0,,20.0
Óscar Trejo,Rayo Vallecano,30.0,"MF,FW",1764.0,1.0,4.0,,2.0
Emiliano Velázquez,Rayo Vallecano,24.0,DF,1277.0,0.0,2.0,,1.5
Tyler Adams,RB Leipzig,19.0,MF,721.0,0.0,2.0,,13.0
Jean-Kévin Augustin,RB Leipzig,21.0,FW,461.0,3.0,0.0,,16.0
Matheus Cunha,RB Leipzig,19.0,"FW,MF",853.0,2.0,0.0,,15.0
Diego Demme,RB Leipzig,26.0,MF,2055.0,0.0,2.0,,17.0
Emil Forsberg,RB Leipzig,26.0,"MF,FW",1249.0,4.0,7.0,,25.0
Péter Gulácsi,RB Leipzig,28.0,GK,2925.0,0.0,0.0,,12.0
Amadou Haidara,RB Leipzig,20.0,MF,378.0,1.0,0.0,,20.0
Marcel Halstenberg,RB Leipzig,26.0,DF,2414.0,3.0,6.0,,22.0
Stefan Ilsanker,RB Leipzig,29.0,"DF,MF",933.0,0.0,0.0,,4.5
Kevin Kampl,RB Leipzig,27.0,MF,2113.0,2.0,5.0,,22.0
Lukas Klostermann,RB Leipzig,22.0,DF,2003.0,5.0,1.0,,30.0
Ibrahima Konaté,RB Leipzig,19.0,DF,2431.0,1.0,1.0,,45.0
Konrad Laimer,RB Leipzig,21.0,"MF,DF",1874.0,1.0,1.0,,17.0
Nordi Mukiele,RB Leipzig,20.0,DF,1225.0,1.0,1.0,,15.0
Yvon Mvogo,RB Leipzig,24.0,GK,135.0,0.0,0.0,,3.0
Willi Orban,RB Leipzig,25.0,DF,2049.0,4.0,0.0,,20.0
Yussuf Poulsen,RB Leipzig,24.0,FW,2451.0,15.0,3.0,,35.0
Marcel Sabitzer,RB Leipzig,24.0,"MF,FW",2352.0,4.0,3.0,,25.0
Marcelo Saracchi,RB Leipzig,20.0,DF,653.0,0.0,1.0,,10.0
Dayot Upamecano,RB Leipzig,19.0,DF,1293.0,0.0,0.0,,30.0
Timo Werner,RB Leipzig,22.0,FW,2509.0,16.0,7.0,,65.0
Marco Asensio,Real Madrid,22.0,FW,1779.0,1.0,4.0,,60.0
Gareth Bale,Real Madrid,29.0,FW,1786.0,8.0,3.0,,60.0
Karim Benzema,Real Madrid,30.0,FW,2953.0,21.0,6.0,,40.0
Casemiro,Real Madrid,26.0,MF,2312.0,3.0,0.0,,60.0
Dani Ceballos,Real Madrid,21.0,"MF,FW",1248.0,3.0,0.0,,30.0
Thibaut Courtois,Real Madrid,26.0,GK,2430.0,0.0,0.0,,55.0
Brahim Díaz,Real Madrid,18.0,FW,376.0,1.0,1.0,,17.0
Isco,Real Madrid,26.0,"MF,FW",1192.0,3.0,2.0,,60.0
Toni Kroos,Real Madrid,28.0,MF,2221.0,0.0,4.0,,60.0
Marcos Llorente,Real Madrid,23.0,MF,540.0,0.0,0.0,,20.0
Marcelo,Real Madrid,30.0,DF,1853.0,2.0,2.0,,25.0
Keylor Navas,Real Madrid,31.0,GK,900.0,0.0,0.0,,10.0
Álvaro Odriozola,Real Madrid,22.0,DF,1178.0,0.0,2.0,,25.0
Sergio Ramos,Real Madrid,32.0,DF,2474.0,6.0,1.0,,25.0
Sergio Reguilón,Real Madrid,21.0,DF,1119.0,0.0,2.0,,15.0
Javi Sánchez,Real Madrid,21.0,DF,46.0,0.0,0.0,,2.0
Jesús Vallejo,Real Madrid,21.0,"DF,MF",311.0,1.0,0.0,,10.0
Federico Valverde,Real Madrid,20.0,MF,656.0,0.0,0.0,,20.0
Raphaël Varane,Real Madrid,25.0,DF,2754.0,2.0,0.0,,70.0
Lucas Vázquez,Real Madrid,27.0,FW,1510.0,1.0,3.0,,25.0
Luca Zidane,Real Madrid,20.0,GK,90.0,0.0,0.0,,1.0
Miguel Ángel Moyá,Real Sociedad,34.0,GK,990.0,0.0,0.0,,1.5
Ander Barrenetxea,Real Sociedad,16.0,"FW,MF",399.0,1.0,0.0,,10.0
Jon Bautista,Real Sociedad,23.0,FW,597.0,1.0,0.0,,2.0
Aritz Elustondo,Real Sociedad,24.0,DF,2254.0,1.0,0.0,,10.0
Andoni Gorosabel,Real Sociedad,21.0,DF,455.0,0.0,0.0,,1.5
Ander Guevara,Real Sociedad,21.0,MF,90.0,0.0,0.0,,2.5
Theo Hernández,Real Sociedad,20.0,DF,1976.0,1.0,2.0,,15.0
Asier Illarramendi,Real Sociedad,28.0,MF,1821.0,1.0,1.0,,25.0
Adnan Januzaj,Real Sociedad,23.0,"FW,MF",1254.0,1.0,3.0,,15.0
Willian José,Real Sociedad,26.0,FW,2367.0,11.0,5.0,,30.0
Juanmi,Real Sociedad,25.0,"FW,MF",1523.0,5.0,2.0,,8.0
Robin Le Normand,Real Sociedad,21.0,DF,284.0,0.0,1.0,,4.0
Diego Llorente,Real Sociedad,24.0,DF,1752.0,0.0,0.0,,25.0
Roberto López,Real Sociedad,18.0,MF,29.0,0.0,0.0,,1.0
Mikel Merino,Real Sociedad,22.0,MF,2055.0,3.0,3.0,,15.0
Martín Merquelanz,Real Sociedad,23.0,MF,6.0,0.0,0.0,,0.4
Héctor Moreno,Real Sociedad,30.0,DF,1933.0,1.0,0.0,,6.0
Aihen Muñoz,Real Sociedad,20.0,DF,951.0,0.0,0.0,,7.5
Raúl Navas,Real Sociedad,30.0,DF,1310.0,0.0,0.0,,3.0
Mikel Oyarzabal,Real Sociedad,21.0,"FW,MF",3153.0,13.0,2.0,,50.0
Rubén Pardo,Real Sociedad,25.0,"MF,FW",1368.0,1.0,2.0,,4.0
Sandro Ramírez,Real Sociedad,23.0,"FW,MF",1055.0,0.0,0.0,,4.0
Kévin Rodrigues,Real Sociedad,24.0,DF,484.0,0.0,0.0,,3.0
Luca Sangalli,Real Sociedad,23.0,"MF,FW",999.0,1.0,3.0,,4.0
Alex Sola,Real Sociedad,19.0,DF,90.0,0.0,0.0,,0.2
Igor Zubeldia,Real Sociedad,21.0,MF,2549.0,0.0,1.0,,30.0
Martín Zubimendi,Real Sociedad,19.0,MF,7.0,0.0,0.0,,0.1
David Zurutuza,Real Sociedad,32.0,"MF,FW",1222.0,2.0,0.0,,2.5
Yunis Abdelhamid,Reims,30.0,DF,3420.0,0.0,0.0,,2.5
Mathieu Cafaro,Reims,21.0,"FW,MF",2095.0,7.0,3.0,,7.5
Xavier Chavalerin,Reims,27.0,MF,3240.0,2.0,2.0,,4.0
Pablo Chavarría,Reims,30.0,FW,1973.0,5.0,3.0,,2.5
Boulaye Dia,Reims,21.0,FW,747.0,3.0,0.0,,2.0
Tristan Dingomé,Reims,27.0,MF,1344.0,1.0,3.0,,2.5
Axel Disasi,Reims,20.0,DF,159.0,0.0,0.0,,0.4
Moussa Doumbia,Reims,23.0,"FW,MF",1600.0,3.0,1.0,,2.0
Björn Engels,Reims,23.0,DF,2970.0,1.0,1.0,,6.0
Thomas Foket,Reims,23.0,DF,2880.0,0.0,0.0,,6.0
Thomas Fontaine,Reims,27.0,"DF,MF",420.0,0.0,1.0,,1.0
Hassane Kamara,Reims,23.0,"DF,FW",926.0,0.0,0.0,,0.7
Ghislain Konan,Reims,22.0,DF,1800.0,0.0,1.0,,5.0
Grejohn Kyei,Reims,22.0,FW,2.0,0.0,0.0,,0.6
Marvin Martin,Reims,30.0,"MF,FW",623.0,0.0,1.0,,0.7
Nolan Mbemba,Reims,23.0,"MF,DF",357.0,0.0,0.0,,0.75
Edouard Mendy,Reims,26.0,GK,3420.0,0.0,0.0,,9.0
Romain Métanire,Reims,28.0,"DF,MF",313.0,0.0,0.0,,1.75
Aly Ndom,Reims,22.0,MF,45.0,0.0,0.0,,0.6
Sheyi Ojo,Reims,21.0,"FW,MF",468.0,0.0,0.0,,2.0
Alaixys Romao,Reims,34.0,MF,3160.0,0.0,3.0,,0.5
Benjamin André,Rennes,27.0,MF,2495.0,3.0,1.0,,10.0
Ludovic Baal,Rennes,32.0,DF,126.0,0.0,0.0,,0.5
Hatem Ben Arfa,Rennes,31.0,"MF,FW",2033.0,7.0,2.0,,6.0
Ramy Bensebaini,Rennes,23.0,DF,2152.0,1.0,0.0,,8.0
Sacha Boey,Rennes,17.0,"DF,MF",14.0,0.0,0.0,,0.25
Benjamin Bourigeaud,Rennes,24.0,"MF,FW",2425.0,6.0,5.0,,12.0
Eduardo Camavinga,Rennes,15.0,MF,364.0,0.0,0.0,,4.0
Damien Da Silva,Rennes,30.0,DF,2874.0,2.0,1.0,,5.0
Romain Del Castillo,Rennes,22.0,"FW,MF",1343.0,0.0,3.0,,3.5
Abdoulaye Diallo,Rennes,26.0,GK,495.0,0.0,0.0,,1.0
Souleyman Doumbia,Rennes,21.0,DF,605.0,0.0,0.0,,3.0
Jérémy Gélin,Rennes,21.0,"DF,MF",1278.0,0.0,0.0,,6.0
