player_name,club,age,position,minutes,goals,assists,contract_expires_year,market_value_million_eur
Timo Horn,Köln,24.0,GK,3060.0,0.0,0.0,,7.0
Lukas Klünter,Köln,21.0,"DF,FW",1336.0,1.0,0.0,,3.0
Dennis Geiger,Hoffenheim,19.0,MF,1588.0,2.0,1.0,,5.0
Matthias Lehmann,Köln,34.0,MF,1515.0,0.0,0.0,,0.05
Lorenzo Tonelli,Napoli,27.0,DF,351.0,1.0,0.0,,5.0
Aritz Elustondo,Real Sociedad,23.0,DF,1594.0,3.0,2.0,,5.0
Marco Parolo,Lazio,32.0,MF,2612.0,4.0,3.0,,5.0
Yuya Osako,Köln,27.0,"FW,MF",1896.0,4.0,2.0,,4.5
Anas Ouahim,Köln,19.0,FW,19.0,0.0,0.0,,0.01
José Campaña,Levante,24.0,MF,2731.0,1.0,4.0,,5.0
Claudio Pizarro,Köln,38.0,"FW,MF",579.0,1.0,1.0,,0.05
Konstantin Rausch,Köln,27.0,DF,925.0,0.0,1.0,,2.2
Birk Risa,Köln,19.0,"FW,DF",81.0,0.0,0.0,,0.015
Marcel Risse,Köln,27.0,"DF,MF",1169.0,1.0,3.0,,2.0
Simon Terodde,Köln,29.0,FW,1160.0,5.0,0.0,,2.5
Simon Zoller,Köln,26.0,"MF,FW",963.0,2.0,1.0,,1.75
Gabriel Mercado,Sevilla,30.0,DF,2116.0,0.0,1.0,,5.0
Florin Andone,La Coruña,24.0,FW,1636.0,7.0,3.0,,6.0
Jan Bednarek,Southampton,21.0,DF,426.0,1.0,0.0,,5.0
Zakaria Bakkali,La Coruña,21.0,"FW,MF",914.0,0.0,0.0,,1.5
Dominik Kohr,Leverkusen,23.0,MF,1664.0,1.0,1.0,,5.0
Eneko Bóveda,La Coruña,28.0,DF,667.0,0.0,0.0,,1.5
Mohamed Diamé,Newcastle Utd,30.0,MF,2041.0,2.0,0.0,,5.0
Bruno Gama,La Coruña,29.0,"FW,MF",118.0,0.0,0.0,,0.08
Carles Gil,La Coruña,24.0,"FW,MF",476.0,0.0,2.0,,1.0
Guilherme,La Coruña,26.0,MF,2637.0,0.0,0.0,,4.0
Juanfran,La Coruña,28.0,DF,3055.0,0.0,1.0,,5.0
Maksym Koval,La Coruña,24.0,"GK,MF",121.0,0.0,0.0,,1.0
Joel Obi,Torino,26.0,MF,1247.0,5.0,1.0,,5.0
Adrián López,La Coruña,29.0,"FW,MF",2343.0,9.0,6.0,,4.0
Luisinho,La Coruña,32.0,DF,2621.0,1.0,1.0,,1.2
Edimilson Fernandes,West Ham,21.0,"MF,FW",845.0,0.0,1.0,,5.0
Yannick Gerhardt,Wolfsburg,23.0,"DF,MF",1228.0,1.0,1.0,,5.0
Fernando Navarro,La Coruña,35.0,DF,1049.0,0.0,0.0,,0.01
Costel Pantilimon,La Coruña,30.0,GK,540.0,0.0,0.0,,1.5
Lucas Pérez,La Coruña,28.0,FW,2797.0,8.0,6.0,,7.5
André Ramalho,Leverkusen,25.0,"DF,FW",34.0,0.0,0.0,,4.5
Bakaye Dibassy,Amiens,27.0,DF,2778.0,1.0,2.0,,4.0
Francis Uzoho,La Coruña,18.0,GK,180.0,0.0,0.0,,0.03
Gerard Valentín,La Coruña,24.0,"DF,FW",158.0,0.0,0.0,,0.05
Borja Valle,La Coruña,25.0,"FW,MF",497.0,3.0,2.0,,1.2
Bryan Dabo,Fiorentina,25.0,MF,591.0,1.0,0.0,,4.5
Matías Aguirregaray,Las Palmas,28.0,DF,1152.0,0.0,0.0,,2.0
Lukas Rupp,Hoffenheim,26.0,MF,1160.0,3.0,2.0,,4.5
Sergio Araujo,Las Palmas,25.0,"FW,MF",40.0,0.0,0.0,,4.0
Tyrone Mings,Bournemouth,24.0,DF,201.0,0.0,0.0,,4.0
Simon Falette,Eint Frankfurt,25.0,DF,2211.0,1.0,0.0,,4.0
Jonathan Calleri,Las Palmas,23.0,FW,3105.0,9.0,3.0,,6.0
Dani Castellano,Las Palmas,29.0,DF,2023.0,0.0,1.0,,2.0
Javi Castellano,Las Palmas,29.0,MF,1567.0,0.0,0.0,,0.08
Leandro Chichizola,Las Palmas,27.0,GK,2430.0,0.0,0.0,,1.0
Danny Latza,Mainz 05,27.0,MF,2352.0,2.0,1.0,,4.5
Erik Expósito,Las Palmas,21.0,FW,473.0,1.0,0.0,,0.03
Imoh Ezekiel,Las Palmas,23.0,"FW,MF",467.0,0.0,0.0,,1.0
Jonás Ramalho,Girona,24.0,DF,2299.0,0.0,0.0,,4.0
Nacho Gil,Las Palmas,21.0,"FW,MF",731.0,0.0,1.0,,0.08
Vicente Gómez,Las Palmas,28.0,MF,1523.0,0.0,1.0,,2.5
Bryan Dabo,Saint-Étienne,25.0,"MF,FW",1284.0,2.0,0.0,,4.5
Borja Herrera,Las Palmas,24.0,DF,240.0,0.0,0.0,,0.03
Jordan Torunarigha,Hertha BSC,19.0,"DF,MF",663.0,1.0,0.0,,4.0
Raúl Lizoain,Las Palmas,26.0,GK,990.0,0.0,0.0,,0.08
Momo,Las Palmas,35.0,"FW,MF",672.0,0.0,1.0,,0.01
Ximo Navarro,Las Palmas,27.0,DF,2610.0,0.0,1.0,,2.0
Beñat Etxebarria,Athletic Club,30.0,MF,1125.0,0.0,2.0,,4.0
Benito Ramírez,Las Palmas,22.0,"FW,MF",167.0,0.0,0.0,,0.03
Loïc Rémy,Las Palmas,30.0,FW,768.0,5.0,0.0,,6.0
Sergi Samper,Las Palmas,22.0,MF,142.0,0.0,0.0,,2.5
Jairo Samperio,Las Palmas,24.0,"FW,DF",555.0,0.0,0.0,,1.5
David Simón,Las Palmas,28.0,DF,723.0,0.0,0.0,,0.08
Tana,Las Palmas,26.0,"MF,FW",1543.0,1.0,1.0,,2.5
Oussama Tannane,Las Palmas,23.0,"FW,MF",549.0,0.0,2.0,,1.5
Hernán Toledo,Las Palmas,21.0,"FW,MF",629.0,0.0,1.0,,1.0
Jonathan Viera,Las Palmas,27.0,MF,1993.0,4.0,5.0,,8.0
Vitolo,Las Palmas,27.0,"FW,MF",690.0,1.0,1.0,,25.0
Luis Alberto,Lazio,24.0,"MF,FW",2669.0,11.0,14.0,,35.0
Felipe Anderson,Lazio,24.0,"MF,FW",1162.0,4.0,6.0,,30.0
Lisandro López,Inter,27.0,DF,45.0,0.0,0.0,,4.0
Sidnei,La Coruña,27.0,DF,1778.0,1.0,1.0,,4.0
Felipe Caicedo,Lazio,28.0,FW,717.0,3.0,2.0,,2.5
Davide Di Gennaro,Lazio,29.0,MF,11.0,0.0,0.0,,1.5
Aymen Abdennour,Marseille,27.0,DF,500.0,0.0,0.0,,4.0
Ciro Immobile,Lazio,27.0,FW,2683.0,29.0,6.0,,50.0
Lucas Leiva,Lazio,30.0,MF,2882.0,2.0,3.0,,10.0
Jordan Lukaku,Lazio,23.0,"DF,MF",1355.0,1.0,1.0,,7.0
Simon Falette,Metz,25.0,DF,90.0,0.0,0.0,,4.0
Danilo Cataldi,Benevento,22.0,MF,2282.0,1.0,4.0,,4.0
Nani,Lazio,30.0,"MF,FW",387.0,3.0,1.0,,5.0
Simone Palombi,Lazio,21.0,FW,66.0,0.0,0.0,,0.075
Andrea Poli,Bologna,27.0,MF,2543.0,2.0,0.0,,4.0
Maxime Le Marchand,Nice,27.0,DF,2534.0,0.0,1.0,,4.0
Thomas Strakosha,Lazio,22.0,GK,3420.0,0.0,0.0,,20.0
Héctor Moreno,Real Sociedad,29.0,DF,720.0,1.0,0.0,,4.0
Mexer,Rennes,28.0,DF,1201.0,0.0,0.0,,4.0
Nordin Amrabat,Leganés,30.0,"FW,MF",1622.0,2.0,1.0,,3.0
Jon Ander Serantes,Leganés,27.0,GK,90.0,0.0,0.0,,0.08
Miguel Ángel Guerrero,Leganés,27.0,FW,1445.0,4.0,3.0,,1.8
Claudio Beauvue,Leganés,29.0,FW,1671.0,2.0,0.0,,2.5
Héctor Moreno,Roma,29.0,DF,230.0,0.0,0.0,,4.0
Nereo Champagne,Leganés,32.0,GK,180.0,0.0,0.0,,0.03
Iván Cuéllar,Leganés,33.0,GK,3150.0,0.0,0.0,,0.06
Loïc Perrin,Saint-Étienne,31.0,DF,2463.0,0.0,1.0,,4.0
Gabriel,Leganés,23.0,MF,2370.0,5.0,2.0,,1.5
Raúl García,Leganés,28.0,DF,1394.0,0.0,1.0,,9.0
Gerard Gumbau,Leganés,22.0,MF,1441.0,1.0,0.0,,1.5
Kévin Théophile-Catherine,Saint-Étienne,27.0,DF,2165.0,0.0,0.0,,4.0
Erik Morán,Leganés,26.0,MF,231.0,0.0,0.0,,0.09
Lyanco,Torino,20.0,DF,316.0,0.0,0.0,,4.0
Rubén Pérez,Leganés,28.0,MF,2513.0,0.0,0.0,,7.5
Omar Ramos,Leganés,29.0,"FW,MF",1421.0,0.0,1.0,,1.2
Diego Rico,Leganés,24.0,DF,2228.0,2.0,2.0,,2.5
Tito,Leganés,32.0,DF,613.0,0.0,0.0,,0.08
Nabil El Zhar,Leganés,30.0,"FW,MF",2005.0,2.0,1.0,,2.0
Marc Albrighton,Leicester City,27.0,"MF,FW",2538.0,2.0,7.0,,10.0
Daniel Amartey,Leicester City,22.0,DF,487.0,0.0,0.0,,5.0
Harvey Barnes,Leicester City,19.0,"MF,FW",10.0,0.0,0.0,,0.025
Sebastian Prödl,Watford,30.0,DF,1570.0,0.0,0.0,,4.0
Ben Chilwell,Leicester City,20.0,DF,1853.0,0.0,2.0,,8.0
Hamza Choudhury,Leicester City,19.0,MF,378.0,0.0,1.0,,1.0
Fousseni Diabaté,Leicester City,21.0,"MF,FW",587.0,0.0,1.0,,3.0
Christian Fuchs,Leicester City,31.0,DF,1921.0,0.0,1.0,,5.0
Demarai Gray,Leicester City,21.0,"MF,FW",1697.0,3.0,1.0,,20.0
Ben Hamer,Leicester City,29.0,GK,275.0,0.0,0.0,,0.05
Valentín Vada,Bordeaux,21.0,"MF,FW",860.0,2.0,0.0,,4.0
Kelechi Iheanacho,Leicester City,20.0,"FW,MF",830.0,3.0,3.0,,15.0
Dani García,Eibar,27.0,MF,2769.0,0.0,1.0,,4.0
Joan Jordán,Eibar,23.0,MF,2435.0,6.0,3.0,,4.0
Romain Thomas,Angers,29.0,DF,2470.0,2.0,0.0,,3.5
Riyad Mahrez,Leicester City,26.0,"MF,FW",2950.0,12.0,10.0,,50.0
Ragnar Klavan,Liverpool,31.0,DF,1451.0,1.0,0.0,,3.5
Wilfred Ndidi,Leicester City,20.0,MF,2898.0,0.0,3.0,,25.0
Shinji Okazaki,Leicester City,31.0,"MF,FW",1324.0,6.0,2.0,,6.0
Kasper Schmeichel,Leicester City,30.0,GK,2965.0,0.0,0.0,,10.0
Daniel Bessa,Genoa,24.0,MF,438.0,2.0,0.0,,4.0
Danny Simpson,Leicester City,30.0,DF,2306.0,0.0,0.0,,5.0
Islam Slimani,Leicester City,29.0,FW,249.0,1.0,1.0,,18.0
Leonardo Ulloa,Leicester City,31.0,FW,22.0,0.0,0.0,,5.0
Jamie Vardy,Leicester City,30.0,FW,3247.0,20.0,1.0,,20.0
Aly Abeid,Levante,19.0,DF,76.0,0.0,0.0,,0.01
Enis Bardhi,Levante,22.0,MF,1582.0,9.0,1.0,,6.0
Emmanuel Boateng,Levante,21.0,FW,1281.0,6.0,0.0,,2.0
Tony Jantschke,M'Gladbach,27.0,DF,727.0,0.0,1.0,,3.5
Clément Grenier,Guingamp,26.0,MF,1209.0,5.0,3.0,,4.0
Pedro Mendes,Montpellier,26.0,DF,2855.0,1.0,1.0,,3.5
Coke,Levante,30.0,DF,1383.0,3.0,0.0,,2.0
Cheick Doukouré,Levante,24.0,MF,1021.0,1.0,0.0,,1.5
Raúl Fernández,Levante,29.0,GK,990.0,0.0,0.0,,1.0
Samu García,Levante,27.0,"MF,FW",196.0,0.0,0.0,,1.0
Jason,Levante,23.0,"MF,FW",1784.0,1.0,2.0,,1.2
Jefferson Lerma,Levante,22.0,MF,2135.0,0.0,1.0,,2.0
Iván López,Levante,23.0,DF,172.0,0.0,1.0,,0.06
José Luis Morales,Levante,30.0,"MF,FW",3053.0,10.0,8.0,,5.0
Antonio Luna,Levante,26.0,DF,2021.0,0.0,2.0,,2.0
Roger Martí,Levante,26.0,FW,960.0,3.0,2.0,,2.0
Fahad Al-Muwallad,Levante,20.0,"FW,MF",29.0,0.0,0.0,,1.0
Oier Olazábal,Levante,27.0,GK,2340.0,0.0,0.0,,1.5
Giampaolo Pazzini,Levante,32.0,FW,446.0,1.0,0.0,,0.08
Koffi Djidji,Nantes,24.0,DF,2416.0,0.0,0.0,,3.5
Rubén Rochina,Levante,26.0,MF,154.0,1.0,0.0,,1.5
Armando Sadiku,Levante,26.0,FW,268.0,0.0,0.0,,0.08
Toño,Levante,27.0,DF,1080.0,0.0,1.0,,0.04
Enes Ünal,Levante,20.0,FW,595.0,1.0,1.0,,8.0
Koke Vegas,Levante,21.0,GK,90.0,0.0,0.0,,0.01
Lucas Alario,Leverkusen,24.0,FW,1550.0,9.0,4.0,,20.0
Daniel Bessa,Hellas Verona,24.0,"MF,FW",1389.0,1.0,1.0,,4.0
Leon Bailey,Leverkusen,19.0,"FW,DF",2215.0,9.0,6.0,,45.0
Julian Baumgartlinger,Leverkusen,29.0,"MF,DF",1393.0,1.0,0.0,,4.0
Karim Bellarabi,Leverkusen,27.0,"FW,MF",1146.0,1.0,3.0,,12.0
Lars Bender,Leverkusen,28.0,"DF,MF",1595.0,2.0,4.0,,13.0
Nicolas Pallois,Nantes,29.0,DF,2433.0,0.0,1.0,,3.5
Julian Brandt,Leverkusen,21.0,"FW,MF",2326.0,9.0,3.0,,40.0
Kai Havertz,Leverkusen,18.0,"MF,FW",2144.0,3.0,8.0,,28.0
Benjamin Henrichs,Leverkusen,20.0,DF,1268.0,0.0,1.0,,12.0
Kyle Bartley,Swansea City,26.0,DF,235.0,0.0,0.0,,3.5
Per Ciljan Skjelbred,Hertha BSC,30.0,MF,2183.0,0.0,0.0,,4.0
Borja Valero,Inter,32.0,MF,2564.0,2.0,0.0,,4.0
Bernd Leno,Leverkusen,25.0,GK,2970.0,0.0,0.0,,20.0
Admir Mehmedi,Leverkusen,26.0,"DF,MF",700.0,2.0,3.0,,5.0
Ramazan Özcan,Leverkusen,33.0,GK,90.0,0.0,0.0,,0.05
Joel Pohjanpalo,Leverkusen,22.0,"MF,FW",116.0,1.0,0.0,,1.5
Miguel Britos,Watford,32.0,DF,797.0,1.0,0.0,,3.5
Craig Cathcart,Watford,28.0,DF,523.0,0.0,0.0,,3.5
Robin Knoche,Wolfsburg,25.0,DF,2102.0,1.0,2.0,,3.5
Kevin Volland,Leverkusen,25.0,"FW,MF",2591.0,14.0,2.0,,22.0
Wendell,Leverkusen,24.0,DF,2115.0,2.0,3.0,,18.0
Konstantinos Mavropanos,Arsenal,19.0,"DF,MF",195.0,0.0,0.0,,3.0
Ibrahim Amadou,Lille,24.0,"MF,DF",2405.0,0.0,0.0,,3.5
Luiz Araújo,Lille,21.0,"FW,MF",2017.0,5.0,2.0,,7.0
Farès Bahlouli,Lille,22.0,"MF,FW",307.0,1.0,0.0,,0.075
Fodé Ballo-Touré,Lille,20.0,DF,2055.0,0.0,0.0,,2.0
Yassine Benzia,Lille,22.0,"MF,FW",2288.0,1.0,5.0,,5.0
Vincent Koziello,Köln,21.0,MF,789.0,1.0,0.0,,4.0
Andrea Masiello,Atalanta,31.0,DF,2707.0,4.0,0.0,,3.0
Imad Faraj,Lille,18.0,"DF,MF",162.0,0.0,0.0,,0.05
Anwar El Ghazi,Lille,22.0,"FW,MF",1648.0,4.0,4.0,,5.0
Zouhair Feddal,Betis,28.0,DF,1258.0,3.0,0.0,,3.0
Hervé Koffi,Lille,20.0,GK,360.0,0.0,0.0,,0.05
Celso Borges,La Coruña,29.0,MF,2295.0,3.0,3.0,,4.0
Thiago Maia,Lille,20.0,"MF,DF",2466.0,0.0,0.0,,4.0
Mike Maignan,Lille,21.0,GK,3033.0,0.0,0.0,,4.0
Kévin Malcuit,Lille,26.0,DF,1815.0,0.0,5.0,,7.5
Thiago Mendes,Lille,25.0,MF,2294.0,3.0,3.0,,5.5
Hamza Mendyl,Lille,19.0,"DF,MF",852.0,0.0,0.0,,0.06
Lebo Mothiba,Lille,21.0,FW,1183.0,5.0,1.0,,3.0
Nicolas Pépé,Lille,22.0,"FW,MF",2841.0,13.0,5.0,,10.0
Ezequiel Ponce,Lille,20.0,FW,1100.0,2.0,1.0,,2.5
Nicolas de Préville,Lille,26.0,FW,285.0,2.0,1.0,,7.0
Pablo,Bordeaux,26.0,DF,1291.0,0.0,2.0,,3.0
Boubakary Soumaré,Lille,18.0,MF,512.0,0.0,0.0,,5.0
Jordan Ferri,Lyon,25.0,MF,640.0,0.0,0.0,,4.0
Trent Alexander-Arnold,Liverpool,18.0,DF,1573.0,1.0,1.0,,25.0
Emre Can,Liverpool,23.0,MF,2091.0,3.0,4.0,,30.0
Nathaniel Clyne,Liverpool,26.0,"DF,MF",174.0,0.0,0.0,,20.0
Philippe Coutinho,Liverpool,25.0,"MF,FW",1109.0,7.0,6.0,,100.0
Andreu Fontàs,Celta Vigo,27.0,DF,884.0,0.0,1.0,,3.0
Roberto Firmino,Liverpool,25.0,FW,2763.0,15.0,7.0,,80.0
Paulo Oliveira,Eibar,25.0,DF,2212.0,0.0,0.0,,3.0
Clément Grenier,Lyon,26.0,MF,5.0,0.0,0.0,,4.0
Danny Ings,Liverpool,25.0,FW,267.0,1.0,0.0,,8.0
Loris Karius,Liverpool,24.0,GK,1710.0,0.0,0.0,,12.0
Rick van Drongelen,Hamburger SV,18.0,DF,1440.0,0.0,0.0,,3.0
Adam Lallana,Liverpool,29.0,"MF,FW",308.0,0.0,0.0,,25.0
Gideon Jung,Hamburger SV,22.0,"MF,DF",2570.0,1.0,1.0,,3.0
Sadio Mané,Liverpool,25.0,"FW,MF",2190.0,10.0,7.0,,70.0
Simon Mignolet,Liverpool,29.0,GK,1710.0,0.0,0.0,,10.0
Vincent Koziello,Nice,21.0,MF,808.0,0.0,0.0,,4.0
Alberto Moreno,Liverpool,25.0,DF,1266.0,0.0,0.0,,10.0
Divock Origi,Liverpool,22.0,FW,10.0,0.0,0.0,,10.0
Steven Davis,Southampton,32.0,MF,1521.0,3.0,0.0,,4.0
Andrew Robertson,Liverpool,23.0,DF,1940.0,1.0,5.0,,25.0
Mohamed Salah,Liverpool,25.0,"FW,MF",2907.0,32.0,10.0,,150.0
Dominic Solanke,Liverpool,19.0,FW,596.0,1.0,1.0,,10.0
Daniel Sturridge,Liverpool,27.0,FW,431.0,2.0,1.0,,15.0
James Morrison,West Brom,31.0,MF,207.0,1.0,0.0,,4.0
Ben Woodburn,Liverpool,17.0,MF,7.0,0.0,0.0,,5.0
Bongani Zungu,Amiens,24.0,MF,2084.0,1.0,0.0,,3.5
Maxwel Cornet,Lyon,20.0,"FW,MF",1271.0,4.0,5.0,,15.0
Angelo Fulgini,Angers,20.0,"MF,FW",1528.0,3.0,4.0,,3.5
Memphis Depay,Lyon,23.0,"FW,MF",2555.0,19.0,9.0,,45.0
Fabian Schär,La Coruña,25.0,DF,2219.0,2.0,2.0,,3.0
Nabil Fekir,Lyon,24.0,"MF,FW",2477.0,18.0,7.0,,60.0
Thomas Mangani,Angers,30.0,MF,3025.0,2.0,4.0,,3.5
Willem Geubbels,Lyon,15.0,FW,33.0,0.0,0.0,,6.0
Mathieu Gorgelin,Lyon,26.0,GK,360.0,0.0,0.0,,1.0
Amine Gouiri,Lyon,17.0,"FW,MF",83.0,0.0,0.0,,4.5
Dan Gosling,Bournemouth,27.0,MF,1947.0,2.0,1.0,,3.5
Anthony Lopes,Lyon,26.0,GK,3060.0,0.0,0.0,,20.0
Myziane Maolida,Lyon,18.0,FW,333.0,1.0,0.0,,4.5
Marcelo,Lyon,30.0,DF,3106.0,3.0,1.0,,60.0
Ferland Mendy,Lyon,22.0,DF,2121.0,0.0,4.0,,12.0
Wes Morgan,Leicester City,33.0,DF,2817.0,0.0,0.0,,3.0
Rafael,Lyon,27.0,DF,1813.0,1.0,2.0,,0.08
Kenny Tete,Lyon,21.0,DF,1608.0,1.0,3.0,,8.0
Lucas Tousart,Lyon,20.0,MF,3132.0,0.0,0.0,,25.0
Bertrand Traoré,Lyon,21.0,FW,2285.0,13.0,4.0,,18.0
Edgar Ié,Lille,23.0,DF,3146.0,1.0,1.0,,3.0
Borja Bastón,Málaga,24.0,FW,992.0,2.0,0.0,,2.0
Adama Soumaoro,Lille,25.0,DF,1192.0,0.0,0.0,,3.0
Alberto Bueno,Málaga,29.0,"FW,MF",233.0,0.0,0.0,,1.5
Chory Castro,Málaga,32.0,"MF,FW",2049.0,4.0,2.0,,0.08
Víctor Sánchez,Espanyol,29.0,"DF,MF",2452.0,0.0,2.0,,3.5
Youssef En-Nesyri,Málaga,20.0,FW,1601.0,4.0,0.0,,1.8
Samu García,Málaga,27.0,"MF,FW",180.0,0.0,1.0,,1.0
Oscar Hiljemark,Genoa,25.0,MF,1279.0,0.0,3.0,,3.5
Mapou Yanga-Mbiwa,Lyon,28.0,DF,128.0,0.0,0.0,,3.0
Alexander Hack,Mainz 05,23.0,DF,1287.0,1.0,0.0,,3.0
Brown Ideye,Málaga,28.0,FW,736.0,1.0,0.0,,2.0
Manuel Iturra,Málaga,33.0,MF,1583.0,0.0,1.0,,1.0
Jony,Málaga,26.0,"MF,FW",220.0,0.0,0.0,,2.0
Juankar,Málaga,27.0,DF,784.0,0.0,0.0,,1.5
Mehdi Lacen,Málaga,33.0,MF,1054.0,0.0,0.0,,0.08
Maxime Lestienne,Málaga,25.0,"MF,FW",667.0,0.0,1.0,,2.5
Raúl Navas,Real Sociedad,29.0,DF,1790.0,0.0,2.0,,3.0
Álex Mula,Málaga,21.0,"MF,FW",560.0,0.0,0.0,,0.05
Adalberto Peñaranda,Málaga,20.0,"FW,MF",798.0,0.0,0.0,,2.0
Andrés Prieto,Málaga,23.0,GK,360.0,0.0,0.0,,0.04
Jonathan Hogg,Huddersfield,28.0,MF,2398.0,0.0,0.0,,3.5
Federico Ricca,Málaga,22.0,DF,1107.0,0.0,1.0,,1.5
Roberto,Málaga,31.0,GK,3060.0,0.0,0.0,,2.0
Diego Rolán,Málaga,24.0,"FW,MF",1947.0,5.0,0.0,,3.5
Esteban Rolón,Málaga,22.0,MF,415.0,0.0,0.0,,0.08
Roberto Rosales,Málaga,28.0,DF,3122.0,1.0,0.0,,2.5
Isaac Success,Málaga,21.0,"MF,FW",490.0,0.0,1.0,,2.0
Miguel Torres,Málaga,31.0,DF,672.0,0.0,0.0,,0.08
René Adler,Mainz 05,32.0,GK,1260.0,0.0,0.0,,1.0
Ridle Baku,Mainz 05,19.0,MF,233.0,2.0,0.0,,0.0125
Edoardo Goldaniga,Sassuolo,23.0,DF,1153.0,1.0,0.0,,3.0
Riechedly Bazoer,Wolfsburg,20.0,MF,592.0,0.0,0.0,,3.0
Emil Berggreen,Mainz 05,24.0,FW,669.0,4.0,2.0,,2.0
Pablo de Blasis,Mainz 05,29.0,"FW,MF",1652.0,5.0,2.0,,3.0
Daniel Brosinski,Mainz 05,29.0,"DF,MF",2500.0,1.0,5.0,,3.0
Federico Ceccherini,Crotone,25.0,DF,3229.0,1.0,0.0,,2.8
Giulio Donati,Mainz 05,27.0,"DF,MF",2284.0,0.0,3.0,,3.5
Viktor Fischer,Mainz 05,23.0,"FW,MF",336.0,0.0,0.0,,3.5
Fabian Frei,Mainz 05,28.0,MF,802.0,1.0,0.0,,2.25
Jean-Philippe Gbamin,Mainz 05,21.0,"MF,DF",2591.0,1.0,3.0,,15.0
Bram Nuytinck,Udinese,27.0,DF,2362.0,1.0,1.0,,2.8
Gerrit Holtmann,Mainz 05,22.0,"DF,FW",901.0,2.0,1.0,,2.0
Nigel de Jong,Mainz 05,32.0,MF,737.0,0.0,0.0,,1.0
Kenan Kodro,Mainz 05,23.0,FW,232.0,0.0,0.0,,2.0
Salih Özcan,Köln,19.0,MF,1670.0,0.0,1.0,,3.5
Alexandru Maxim,Mainz 05,27.0,"MF,FW",957.0,2.0,2.0,,2.0
Florian Müller,Mainz 05,19.0,GK,450.0,0.0,0.0,,1.0
Karim Onisiwo,Mainz 05,25.0,"DF,FW",256.0,0.0,0.0,,0.05
Robin Quaison,Mainz 05,23.0,FW,1409.0,4.0,1.0,,3.5
Jairo Samperio,Mainz 05,24.0,"MF,FW",36.0,0.0,0.0,,1.5
Francesco Cassata,Sassuolo,20.0,MF,458.0,1.0,0.0,,3.5
Anthony Ujah,Mainz 05,26.0,FW,205.0,0.0,0.0,,2.0
Robin Zentner,Mainz 05,22.0,GK,1350.0,0.0,0.0,,0.06
Sergio Agüero,Manchester City,29.0,FW,1963.0,21.0,6.0,,80.0
Claudio Bravo,Manchester City,34.0,GK,226.0,0.0,0.0,,3.5
Danilo,Manchester City,26.0,DF,1349.0,3.0,2.0,,20.0
Kevin De Bruyne,Manchester City,26.0,MF,3073.0,8.0,16.0,,150.0
Stefano Sensi,Sassuolo,21.0,MF,1041.0,2.0,0.0,,3.5
Brahim Díaz,Manchester City,17.0,"FW,MF",55.0,0.0,0.0,,5.0
Ederson,Manchester City,23.0,GK,3194.0,0.0,0.0,,50.0
Fernandinho,Manchester City,32.0,MF,2881.0,5.0,3.0,,15.0
Jeff Reine-Adélaïde,Angers,19.0,"MF,FW",440.0,0.0,0.0,,3.0
Gabriel Jesus,Manchester City,20.0,FW,1668.0,13.0,3.0,,80.0
Alessandro Bastoni,Atalanta,18.0,DF,91.0,0.0,0.0,,2.5
Filip Helander,Bologna,24.0,DF,2499.0,0.0,0.0,,2.5
Paul Baysse,Bordeaux,29.0,DF,570.0,0.0,0.0,,2.5
Benjamin Mendy,Manchester City,23.0,DF,363.0,0.0,1.0,,40.0
Kevin Long,Burnley,26.0,DF,1440.0,1.0,2.0,,2.5
Leroy Sané,Manchester City,21.0,FW,2419.0,10.0,15.0,,90.0
Bernardo Silva,Manchester City,22.0,"FW,MF",1533.0,6.0,4.0,,50.0
David Silva,Manchester City,31.0,MF,2430.0,9.0,11.0,,30.0
Raheem Sterling,Manchester City,22.0,FW,2587.0,18.0,11.0,,90.0
Gustavo Cabral,Celta Vigo,31.0,DF,1875.0,1.0,1.0,,2.5
Scott Arfield,Burnley,28.0,"FW,MF",1333.0,2.0,1.0,,3.0
Kyle Walker,Manchester City,27.0,DF,2785.0,0.0,6.0,,50.0
Oleksandr Zinchenko,Manchester City,20.0,DF,532.0,0.0,0.0,,7.0
Mattia Bani,Chievo,23.0,DF,1317.0,0.0,0.0,,2.5
Manuel Gulde,Freiburg,26.0,DF,1530.0,1.0,0.0,,2.5
Michael Carrick,Manchester Utd,36.0,MF,109.0,0.0,0.0,,1.0
Matteo Darmian,Manchester Utd,27.0,DF,444.0,0.0,0.0,,10.0
Beni Baningime,Everton,18.0,MF,198.0,0.0,0.0,,3.0
David de Gea,Manchester Utd,26.0,GK,3330.0,0.0,0.0,,70.0
Mauro Arambarri,Getafe,21.0,MF,2125.0,1.0,2.0,,3.0
Philipp Lienhart,Freiburg,21.0,DF,865.0,0.0,0.0,,2.5
Marc Muniesa,Girona,25.0,DF,1125.0,0.0,1.0,,2.5
Jesse Lingard,Manchester Utd,24.0,"MF,FW",1817.0,8.0,5.0,,35.0
Romelu Lukaku,Manchester Utd,24.0,FW,2867.0,16.0,7.0,,90.0
Anthony Martial,Manchester Utd,21.0,"FW,MF",1582.0,9.0,5.0,,65.0
Juan Mata,Manchester Utd,29.0,"FW,MF",1922.0,3.0,5.0,,30.0
Rômulo,Hellas Verona,30.0,"MF,DF",3168.0,3.0,5.0,,3.0
Henrikh Mkhitaryan,Manchester Utd,28.0,"MF,FW",922.0,1.0,5.0,,35.0
